date;Tn;Tx;Tavg;RH_avg;RR;ss;ff_x;ddd_x;ff_avg;cat_ddd;category_region;flood
19/03/2018;24;33,8;27,9;80;3,4;5;3;270;4;8;1;0
20/03/2018;24;34,2;27;84;13;5,5;5;260;6;6;1;0
21/03/2018;24;30;26,3;83;36,8;1,3;5;260;6;8;1;0
23/03/2018;24;33,2;27,8;80;9,6;5;3;260;5;8;1;0
26/03/2018;24;32,8;27,7;83;10,5;5,8;4;260;5;8;1;0
29/03/2018;24;35;27,3;80;2;6,2;4;180;5;5;1;0
30/03/2018;23;34,8;27,8;78;9;7,2;4;270;5;8;1;0
03/04/2018;25;33,6;28,5;80;0,2;5,8;4;270;5;8;1;0
04/04/2018;24;34,6;28,3;79;6,5;7,3;4;180;4;8;1;0
06/04/2018;24;34,2;28,9;76;19,3;4,8;3;180;4;5;1;0
08/04/2018;25;32,5;27,2;82;10,2;3,8;4;90;5;1;1;0
09/04/2018;24;31,9;27,6;82;20,2;2,6;3;140;3;6;1;0
10/04/2018;24;34,2;28,7;73;1,5;6,4;4;80;5;1;1;0
16/04/2018;24;34,3;28,5;79;13,9;3,3;3;40;4;3;1;0
17/04/2018;25;32,8;27,4;84;31,2;2,5;3;170;4;8;1;0
19/04/2018;25;32,4;27,8;84;5,6;1,8;3;120;2;1;1;0
21/04/2018;24;33;27,4;84;62,6;3,5;3;180;3;6;1;0
22/04/2018;24;32,8;27,3;85;0,4;3,4;3;120;4;6;1;1
23/04/2018;24;30;26,2;92;86,3;0;2;100;3;5;1;0
24/04/2018;24;32,6;27;88;10,2;0;5;90;4;1;1;0
25/04/2018;24;28,1;25,5;94;2;0;3;270;5;8;1;0
26/04/2018;24;29,2;25,8;91;3,5;0,5;3;100;4;1;1;0
27/04/2018;24;32,8;27,4;81;2,8;7,2;4;90;5;3;1;0
28/04/2018;25;33,4;28,1;80;7;3,4;3;280;4;8;1;0
30/04/2018;24;34,4;28,2;77;20,2;7,7;5;80;4;3;1;0
21/05/2018;25;32;27,7;82;21,9;2,2;4;80;4;8;1;1
23/05/2018;26;31,8;28,4;79;0,4;0,2;3;70;5;1;1;0
24/05/2018;25;33,2;28,5;78;7;5,5;4;80;5;1;1;0
28/05/2018;26;33;28,2;86;45,8;4,7;3;260;3;8;1;0
29/05/2018;26;32,6;28,5;77;3,6;6,9;3;50;5;3;1;0
03/06/2018;26;32,4;28,7;78;2;1;3;180;5;3;1;0
13/06/2018;24;33,3;28,2;78;26,5;3,1;3;100;5;1;1;0
14/06/2018;25;32,6;28,4;75;7,3;5,7;3;180;3;5;1;0
15/06/2018;26;31,4;27,8;81;3,2;1,5;3;230;3;7;1;0
16/06/2018;25;33;28,3;77;0,2;4,6;3;90;3;1;1;0
24/06/2018;25;31,6;27;80;7,4;2,8;4;250;5;1;1;0
25/06/2018;24;25;24,3;90;5;0;2;180;3;5;1;1
26/06/2018;23;29,4;25,3;85;6,8;0;3;220;4;1;1;0
27/06/2018;23;31,6;27,2;75;21,2;2,7;3;90;2;6;1;0
23/07/2018;25;34,4;27,9;74;1,5;4;3;140;4;6;1;0
02/08/2018;24;33,6;28,1;65;3,8;6;3;170;3;6;1;0
11/08/2018;24;32,8;27,9;68;1;3,8;3;90;3;6;1;0
29/08/2018;25;33,4;28,3;73;0,2;3,2;3;90;4;1;1;0
01/09/2018;24;34,4;25,9;74;2,6;4,2;4;30;5;3;1;0
03/09/2018;23;34;28,2;71;43,5;7;4;180;3;3;1;0
04/09/2018;23;33,4;27,9;62;0,5;7,7;3;170;5;5;1;0
27/09/2018;25;33,8;28,5;75;9;6,2;3;15;5;6;1;0
28/09/2018;25;34,6;28,9;65;0,5;8;4;50;7;3;1;0
05/10/2018;27;35,2;30,3;68;0,3;6,2;3;90;3;1;1;0
19/10/2018;25;35,2;29,4;70;8,3;3,1;4;180;2;8;1;0
21/10/2018;25;35,2;29,7;69;0,5;7,5;5;40;6;3;1;0
23/10/2018;24;33,6;27,2;82;27;2,8;4;270;5;8;1;0
24/10/2018;24;33,6;29,3;70;10,5;7;3;130;4;2;1;0
25/10/2018;26;34,6;29,1;71;0,4;7,8;3;80;4;6;1;0
27/10/2018;26;32,2;28,2;79;19,1;2,3;4;80;3;7;1;0
28/10/2018;25;32,8;28,4;80;26,7;4,8;3;140;5;6;1;0
29/10/2018;25;33;28,5;80;21,2;4,3;3;230;3;7;1;0
02/11/2018;26;33,2;29,2;72;1,2;1,9;4;70;5;3;1;0
04/11/2018;25;33;29;75;1,3;2,2;3;270;4;3;1;0
07/11/2018;26;31,2;27,1;84;6,1;1;3;270;4;8;1;0
08/11/2018;25;30,4;27,7;83;12,5;0;3;250;3;1;1;0
09/11/2018;26;30;26,3;90;1,5;0;3;280;4;7;1;1
10/11/2018;24;32,8;27,2;84;7,6;3,8;2;180;2;6;1;0
11/11/2018;24;32,8;27,1;84;0,3;3;4;80;4;8;1;0
12/11/2018;25;30,8;27,4;85;1,1;0,2;3;80;4;3;1;1
13/11/2018;25;31,2;26,7;84;0,2;1,9;3;260;4;8;1;0
14/11/2018;25;32,8;28,4;75;2,8;3,5;5;200;6;7;1;0
16/11/2018;26;36,6;30,9;65;0,2;6,9;4;230;4;7;1;0
19/11/2018;26;33,6;29,4;74;4,7;4,8;3;90;4;8;1;0
24/11/2018;24;32,2;27,3;81;57,6;3,4;3;50;5;3;1;0
25/11/2018;26;30,6;27,4;83;0,4;2,6;5;90;7;1;1;0
26/11/2018;26;32,2;27,1;82;6,2;3,4;3;170;4;5;1;0
28/11/2018;24;30,2;26,8;89;65,4;0,6;3;200;4;5;1;1
30/11/2018;25;31,2;27,5;83;0,7;1,2;3;250;1;8;1;0
03/12/2018;27;31;26,6;90;1;3,6;4;60;1;2;1;0
04/12/2018;25;30,2;27,2;85;18,9;0;3;210;1;7;1;1
05/12/2018;24;32,2;27,6;83;21;1,4;3;180;1;1;1;0
06/12/2018;25;33,2;27,5;84;0,4;4,4;3;80;1;1;1;0
07/12/2018;24;33,4;28,8;78;2;5,4;2;60;1;6;1;0
08/12/2018;25;33,6;27,9;81;0,8;4,7;3;250;1;2;1;0
10/12/2018;25;31,2;25,9;93;9,8;0;3;270;1;2;1;1
11/12/2018;27;32,8;27,3;88;18,8;4;4;120;1;2;1;1
12/12/2018;25;32;26,8;87;84;7,6;2;260;1;2;1;1
13/12/2018;25;34,2;27,8;84;33,2;4,1;3;80;1;2;1;1
14/12/2018;24;34,2;28,5;79;4,5;8,9;8;270;4;8;1;0
19/12/2018;25;33,1;27,8;82;0,2;6,6;4;80;2;5;1;0
20/12/2018;25;34;28,6;76;2;5,8;5;270;2;8;1;0
26/12/2018;23;29,2;26,2;87;1,1;1,2;4;260;2;8;1;0
01/01/2019;22,2;30;25,4;88;16,1;2,1;4;250;3;8;1;0
02/01/2019;22,4;32,6;27,3;81;1;0,1;5;280;3;8;1;0
03/01/2019;22,4;33,2;27,4;76;4,5;4,9;6;260;4;8;1;0
06/01/2019;23,3;33,5;28,3;79;46;5,9;3;230;1;0;1;0
09/01/2019;23,3;32;28;84;3,5;6;4;40;1;0;1;0
10/01/2019;23,6;31;27,2;86;16,6;5,3;3;250;2;8;1;0
13/01/2019;24,8;33;27,8;86;0,5;7,5;3;340;1;0;1;1
14/01/2019;23,4;29,4;26,5;88;30,2;2,9;3;140;2;8;1;0
17/01/2019;23,8;30,4;26,9;86;7,1;0;5;270;3;7;1;0
18/01/2019;24,4;30,4;27,5;86;2;5,4;4;200;2;8;1;0
19/01/2019;24;28,8;26,7;86;0,8;0;3;280;1;8;1;0
20/01/2019;23,4;31,8;27,9;82;2,6;0,4;3;330;1;0;1;0
26/01/2019;22,4;30,9;27,6;87;19,2;1,3;4;260;2;8;1;0
27/01/2019;23,5;28,6;26,9;90;7,5;6,9;4;290;2;8;1;0
29/01/2019;24,6;31;27,8;85;0,2;0,1;5;290;2;8;1;0
30/01/2019;23,4;31,4;27,2;85;24,5;6,4;4;270;2;8;1;0
02/02/2019;23;31,2;27,3;87;32,4;4,6;4;320;1;0;1;0
04/02/2019;24,8;32,4;27,3;85;1,3;7;4;270;2;8;1;0
05/02/2019;23,8;31,8;27;88;15;6,6;4;250;2;8;1;0
06/02/2019;24,2;32,2;28,3;86;6,4;3,7;5;240;2;4;1;0
11/02/2019;23,6;33,2;27,6;84;3;6,4;4;190;2;8;1;1
12/02/2019;24,2;32;27,4;85;2,5;5,1;4;350;1;0;1;1
14/02/2019;24,2;32;28,3;80;0;0,9;4;260;2;8;1;0
17/02/2019;23,8;31,6;27,5;84;77,4;1,3;4;270;2;8;1;1
20/02/2019;25;31,4;27,7;84;0;3,4;3;80;1;0;1;1
21/02/2019;25;29,4;27,3;87;1,3;1,4;3;40;1;0;1;0
22/02/2019;23,8;31,2;27;89;5,7;2,8;4;260;2;0;1;0
23/02/2019;23;33;26,7;86;3,8;4,8;4;290;2;8;1;0
24/02/2019;24,2;32,4;27,8;85;8,2;6,7;5;20;1;0;1;0
26/02/2019;24,4;33,6;28,7;80;1,8;4,6;4;100;2;1;1;1
02/03/2019;24,2;31,8;27,7;86;4,1;2,9;3;270;1;0;1;1
03/03/2019;23,8;29,8;26,6;90;22,2;2,9;5;240;1;8;1;0
04/03/2019;23;33,8;28;82;5;1,3;4;30;1;0;1;0
05/03/2019;23,2;31,2;26,9;87;27,5;8;3;320;1;0;1;0
06/03/2019;23,4;30;25,1;91;15,5;3,9;3;270;1;0;1;0
07/03/2019;22,8;30,3;26,8;84;3,1;0;3;250;1;0;1;0
13/03/2019;24,5;31,6;27,6;83;6,2;2,7;3;280;1;0;1;0
14/03/2019;22,4;31,2;27,2;83;7,5;2;3;270;1;8;1;0
16/03/2019;24,2;31,4;27,6;81;0,8;7,1;5;250;3;8;1;0
19/03/2019;24,2;29,6;26,5;86;1,6;3,9;7;260;4;8;1;0
22/03/2019;24;31,7;27,8;85;31,6;4,3;5;250;3;8;1;0
26/03/2019;24,8;33;28,5;82;0,5;5;5;280;2;8;1;0
27/03/2019;24,4;32,6;27,6;86;19;6;4;290;1;0;1;0
28/03/2019;24,8;33,2;28,5;80;0,7;4,4;4;180;2;0;1;0
01/04/2019;23,5;32,6;26,9;82;7,5;3,4;3;260;1;0;1;0
02/04/2019;23;33;27,5;84;47,4;6,1;4;190;1;0;1;1
03/04/2019;23;32,2;27,1;84;5,4;5,6;3;90;1;0;1;0
04/04/2019;23,2;32,6;28,7;78;5,2;7,9;3;130;1;0;1;0
05/04/2019;24,2;31,8;28,1;83;19,6;7,2;4;220;2;0;1;0
06/04/2019;24,8;32,6;27,2;84;0,8;4,5;12;250;2;0;1;0
07/04/2019;23;33;26,9;88;44,3;4,4;4;230;1;0;1;0
08/04/2019;23,8;33,2;28,1;86;38,5;6,6;3;250;1;0;1;0
09/04/2019;24,4;32,8;28,7;82;0;6,2;3;240;2;1;1;0
13/04/2019;24,6;33,6;28,7;81;3,7;2;4;260;1;7;1;0
14/04/2019;24,1;33,9;28,8;77;1,3;5,8;3;260;1;0;1;0
17/04/2019;23,8;32,6;28,3;80;19;6,3;3;70;1;0;1;0
18/04/2019;25;33,6;29,2;80;0;8,7;4;90;2;1;1;0
20/04/2019;23,2;31,6;27,1;88;8,7;4,7;2;260;1;0;1;0
22/04/2019;22,9;34,7;29,4;74;1,4;4,8;5;70;3;1;1;0
25/04/2019;23,4;33,2;28,1;79;49,6;0;3;100;2;1;1;0
26/04/2019;24,2;33,2;27,4;88;13,2;7,6;4;280;1;0;1;1
27/04/2019;23,6;30,2;26,8;90;46,7;5,6;4;190;1;0;1;1
29/04/2019;24,2;31,4;27,8;89;0,2;6,4;3;90;1;0;1;0
30/04/2019;24,2;31,6;27,8;89;20,7;2,8;5;270;1;0;1;1
01/05/2019;24,4;30,6;27,3;79;2,7;4,2;6;250;4;8;1;0
03/05/2019;24,4;33;28,5;78;0;8,7;3;300;1;0;1;0
05/05/2019;24;32,4;28,4;79;22,2;9,3;4;180;2;0;1;0
06/05/2019;24;31,8;28,1;80;2,2;7,4;3;60;1;0;1;1
08/05/2019;24;33,2;27,8;85;23;6;3;50;1;0;1;0
09/05/2019;24;31,8;27,1;88;1,3;5,1;3;270;1;0;1;0
10/05/2019;25;31,6;27,6;87;73,4;5,6;4;40;1;0;1;0
11/05/2019;24;32,4;28,4;81;17,8;3,5;3;70;2;1;1;0
12/05/2019;25;33,2;28,7;80;0;5,9;3;170;2;3;1;0
17/05/2019;25;32,2;28,4;82;25,9;4;3;50;1;0;1;0
18/05/2019;24;32,6;28,6;74;2,5;5,6;4;50;1;0;1;0
21/05/2019;25;33,4;29,1;74;0;4,8;3;70;1;1;1;0
24/05/2019;25;34,2;29,3;68;0;9,4;5;80;3;1;1;0
29/05/2019;25;34,4;29,5;74;0;9;4;60;2;1;1;0
30/05/2019;25;34,2;29,1;76;0;9,5;5;50;2;3;1;1
03/06/2019;25;31,6;27,8;77;6,1;4;2;100;0;0;1;0
05/06/2019;24;33,8;29;72;0;6,2;4;110;2;1;1;0
08/06/2019;23;32,4;27,6;79;31,6;6,2;3;250;1;5;1;0
09/06/2019;23;32,2;27,8;82;39,4;7,5;3;110;1;0;1;0
11/06/2019;24;33,6;28,6;77;4,8;3,4;3;120;1;0;1;0
14/06/2019;25;32,6;27,8;83;0;2,5;4;230;1;1;1;0
15/06/2019;25;32,7;28,6;81;16,5;4,5;4;70;1;1;1;0
17/06/2019;24;32,2;28,1;79;6,8;0,9;3;60;1;1;1;0
20/06/2019;24;33,4;28,4;71;0;9,9;4;250;1;1;1;0
23/06/2019;24;33;27,9;73;0;1,9;3;250;1;0;1;0
26/06/2019;23;32,4;27,9;73;0;5,6;3;40;2;1;1;0
29/06/2019;24;33,6;28,3;67;0;1;3;70;2;1;1;0
01/07/2019;23;33;27,7;71;0;9,6;3;190;2;6;1;0
03/07/2019;24;33,6;28,5;70;0;10;4;70;2;1;1;0
05/07/2019;24;32;27,9;78;0;8,3;3;250;1;0;1;0
06/07/2019;24;33,4;28,6;72;3;4,3;4;50;2;3;1;0
08/07/2019;25;33,6;28,9;72;0;3,9;4;90;2;1;1;0
09/07/2019;24;32,9;28,3;76;0,8;8,9;3;160;1;0;1;0
11/07/2019;23;32,8;27,4;70;0;4,5;5;50;2;3;1;0
14/07/2019;24;31,6;27,4;74;0;8,1;3;100;1;0;1;0
17/07/2019;22;32,8;26,9;64;0;9,7;4;60;2;1;1;0
27/07/2019;24;32,6;27,8;78;0;8,5;3;70;2;3;1;0
28/07/2019;24;34,2;28,3;79;0;9,3;4;210;1;0;1;0
29/07/2019;24;32,2;27,9;78;0;8,9;4;300;1;0;1;0
01/08/2019;23;32,8;27,7;73;0;9,7;3;60;2;5;1;0
07/08/2019;23;33;27,4;62;0;9,5;4;40;2;3;1;0
10/08/2019;23;33,2;27,4;69;0;5,4;4;60;2;3;1;0
13/08/2019;23;33,4;27,9;70;0;7,2;4;70;2;1;1;0
16/08/2019;24;33,4;28,1;75;0;2,6;4;150;2;5;1;0
19/08/2019;23;34,4;27,7;71;0;9,8;3;70;2;1;1;0
29/08/2019;24;33;28;75;8,4;2,7;4;90;2;3;1;0
31/08/2019;23;33,6;27,3;66;0;8,6;4;50;2;3;1;0
05/09/2019;25;33,2;28,4;73;0;4,1;4;160;1;0;1;0
06/09/2019;23;33;27,5;70;0;5;4;190;2;5;1;0
10/09/2019;24;36,2;30;57;0;7,7;6;70;4;3;1;0
13/09/2019;23;32;27,4;66;0;9,2;3;190;2;5;1;0
15/09/2019;23;33;27,4;69;0;8,2;3;90;2;1;1;0
18/09/2019;24;34,6;28,9;70;0;7,7;4;70;2;1;1;0
21/09/2019;24;34;28,6;64;0;9;4;190;2;5;1;0
24/09/2019;24;35,2;29,1;67;0;7,9;6;60;3;1;1;0
27/09/2019;25;35,2;29,6;66;0;8,4;4;70;2;1;1;0
30/09/2019;25;35;29,6;67;0;7,5;4;50;3;1;1;0
05/10/2019;24;35,8;29,3;62;0;9;5;80;2;1;1;0
09/10/2019;23;33,6;28,8;76;33,3;8,4;3;210;1;0;1;1
13/10/2019;24;34,8;29,3;70;0;5,6;4;100;2;1;1;0
16/10/2019;24;34;29,2;70;0;7,8;4;70;2;1;1;0
17/10/2019;25;34,8;29,3;76;6,5;7,6;3;80;1;0;1;0
18/10/2019;25;32,6;28,5;74;2;7,6;4;100;1;0;1;0
20/10/2019;25;34,6;29,5;66;0;8,4;4;80;2;3;1;0
21/10/2019;24;37,2;30;62;0;10,5;5;60;3;1;1;0
26/10/2019;25;35,4;29,6;67;0;8,3;4;170;2;5;1;0
27/10/2019;25;33,2;28,7;74;0;9,6;2;170;1;0;1;0
28/10/2019;25;33,7;29,3;72;3,3;2,1;4;290;2;0;1;0
29/10/2019;24;33,6;29,1;72;0;7,6;3;200;2;0;1;0
31/10/2019;25;34,8;29,7;68;0;9,3;3;230;2;5;1;0
03/11/2019;23;33,6;27,7;78;76;6,5;3;130;1;5;1;0
04/11/2019;24;34,1;29,1;74;0,2;8,4;3;80;2;0;1;0
06/11/2019;24;34,4;28,8;70;6,2;8,6;4;160;2;5;1;0
07/11/2019;22;34,5;28,5;72;1,5;6,8;4;230;1;0;1;0
11/11/2019;25;33,8;29,7;73;0;8,8;3;70;2;1;1;0
13/11/2019;25;33,3;28,8;76;8,5;1,7;4;190;2;5;1;0
19/11/2019;25;34,2;29,6;72;0;7,7;4;40;2;1;1;0
21/11/2019;25;33,4;28,5;77;0;7,5;3;100;2;0;1;0
23/11/2019;25;33,2;29,1;74;0,2;2,3;4;270;2;0;1;0
25/11/2019;26;33,4;29,2;73;0;5,6;3;110;1;0;1;0
26/11/2019;25;32,4;27,7;83;0,2;4,2;3;120;1;0;1;0
27/11/2019;25;32,6;28,1;84;6,1;3;3;130;1;0;1;0
28/11/2019;25;34;29,7;74;7;2,8;3;170;1;0;1;0
29/11/2019;26;33,6;29,2;77;0;7,5;4;110;2;6;1;0
30/11/2019;26;33,2;27,8;83;3;6,5;2;230;1;0;1;0
01/12/2019;25;34,5;30,2;74;4,3;3,3;4;120;1;0;1;0
02/12/2019;25;33,4;29,4;79;4,5;8,8;2;180;0;0;1;0
04/12/2019;25;34;29,4;77;9,9;5,4;3;270;2;8;1;0
05/12/2019;24;32,6;28,7;79;7,9;8,1;4;290;2;8;1;0
07/12/2019;25;30,1;27,2;86;0,2;0;4;240;1;0;1;0
08/12/2019;24;32,3;28,7;79;2;0;4;260;2;0;1;0
10/12/2019;25;29,5;26,5;90;11,5;6,9;3;260;1;0;1;0
12/12/2019;23;29;26,4;86;6,5;6,8;3;70;1;0;1;0
16/12/2019;25;31,2;27,7;84;2;2,4;3;250;1;0;1;0
17/12/2019;24;32,1;26,8;89;1,7;0,1;4;270;1;0;1;0
23/12/2019;24;33,6;27,3;83;5,4;4,1;5;70;2;0;1;1
25/12/2019;24;30,6;26,2;94;25,2;6,8;2;300;0;0;1;0
26/12/2019;24;31,4;26,8;86;0,3;0;3;240;1;5;1;1
27/12/2019;24;32;27;88;4,1;5,2;3;250;1;0;1;1
28/12/2019;24;29,5;26,9;88;17,6;2,9;4;60;1;0;1;0
30/12/2019;25;32,1;28,6;80;0,6;1,4;4;240;2;0;1;0
01/01/2020;22,6;27;24,6;98;208,9;4,3;2;230;1;0;1;1
02/01/2020;23,2;30,1;26,6;90;43,9;0;4;280;2;8;1;0
04/01/2020;25;30,5;27,4;88;1;2,4;4;250;2;8;1;0
05/01/2020;24,8;28,8;27,3;88;0,2;0,5;3;300;1;0;1;0
07/01/2020;23,4;31,2;26,9;90;2,2;0,5;4;240;2;8;1;0
08/01/2020;24,1;29,3;26,5;91;18;4,3;2;260;0;0;1;0
09/01/2020;24,4;28,4;26,6;92;7,5;1,3;4;260;2;8;1;1
10/01/2020;22,8;28;24,8;96;15,2;0;4;270;2;8;1;0
13/01/2020;24,8;30,9;28;83;1,2;6,9;4;270;2;8;1;0
15/01/2020;24,2;36,4;27,2;86;6,5;8,1;3;310;2;0;1;0
16/01/2020;24,2;32,6;27,7;83;0;4,2;4;250;2;0;1;0
17/01/2020;25;31,8;28,4;82;3;6,6;5;240;2;0;1;0
18/01/2020;23,3;30,6;26,6;88;74;6,5;2;250;1;0;1;1
21/01/2020;25;31,6;28,1;84;2,5;1,8;6;320;2;0;1;0
23/01/2020;26;32,2;28,3;85;1;1,6;3;100;1;0;1;0
25/01/2020;24,8;29;26,6;92;4,3;0;4;270;2;7;1;0
26/01/2020;24,6;32,4;27,9;84;1,2;0,2;4;270;2;0;1;1
27/01/2020;24,4;31,8;27,8;83;12,5;5,9;4;170;1;0;1;1
28/01/2020;25,2;32,4;28,7;81;0,2;4,6;3;190;1;0;1;0
30/01/2020;23,5;33,2;27,2;83;1,5;6,3;3;270;2;0;1;0
31/01/2020;24;29,2;27,1;90;1,3;2,2;5;240;2;0;1;0
01/02/2020;22,8;28,3;25,2;97;61,3;0;2;110;1;0;1;0
02/02/2020;23,8;33,8;26;91;24,6;0,9;3;260;0;0;1;1
03/02/2020;23,3;28,1;25,8;94;11,9;0;3;280;1;0;1;0
04/02/2020;24,4;29,4;26,4;90;4,7;0;5;240;2;8;1;0
05/02/2020;25,4;31,2;27;90;0,8;2;6;260;2;8;1;0
06/02/2020;24,4;27,7;26,2;93;26,4;2,2;4;250;1;8;1;0
07/02/2020;24,8;33,2;26,7;90;0,2;0;5;180;2;0;1;0
08/02/2020;23,8;30,4;26,6;88;27,5;2;4;270;2;0;1;1
09/02/2020;23;30;26;87;11;5,4;4;260;2;8;1;0
10/02/2020;24,4;33,2;28,1;78;4,5;1,1;5;250;3;8;1;0
15/02/2020;25,2;32,8;27,6;84;2,8;2,9;4;290;2;0;1;0
17/02/2020;23,8;31;26,3;91;13,8;2,1;3;240;0;0;1;0
18/02/2020;23,8;30;26,5;87;21,5;0,2;4;270;2;8;1;0
20/02/2020;24;29,8;26,5;90;30,3;0,9;6;280;2;8;1;1
21/02/2020;23,8;31;27,3;85;14,7;1,3;5;260;2;8;1;0
22/02/2020;24,4;31,4;27,9;85;30;5,7;5;260;2;0;1;1
23/02/2020;22,7;32;27,6;88;44,8;7,6;5;300;2;8;1;1
24/02/2020;24,8;31;28,1;84;17,3;6,5;5;270;3;8;1;1
25/02/2020;24,6;29,9;26,9;90;86,7;4,2;3;310;1;0;1;1
26/02/2020;24,6;32,8;27,8;84;2,1;0,6;5;300;2;7;1;0
27/02/2020;24,8;30,4;27,7;86;5;3,8;5;260;2;8;1;0
28/02/2020;25;30,1;27,2;88;10;2,3;3;280;1;0;1;0
01/03/2020;24,8;29,8;27,4;90;21,5;0;4;260;2;8;1;1
05/03/2020;24,8;29,4;26,9;84;2,9;3,6;4;260;2;8;1;0
06/03/2020;24,8;33;28,5;81;2,5;0,3;5;250;3;8;1;0
09/03/2020;23,8;32,8;28,7;76;0,2;4,2;5;230;3;7;1;0
11/03/2020;26,3;32,4;28,9;84;5;6,9;3;250;1;0;1;0
12/03/2020;24,6;30;27,2;89;12,3;4,7;5;260;1;0;1;0
13/03/2020;23,8;31,6;27,4;84;15,8;1;5;250;2;8;1;0
16/03/2020;25,2;32,4;27,1;88;6,5;5,2;5;240;2;0;1;1
17/03/2020;24,4;32,6;28,6;80;35,8;4,1;3;220;1;0;1;1
18/03/2020;25,4;30,8;26,5;93;8,9;8,9;3;260;1;0;1;1
19/03/2020;24,8;30,4;26,5;90;11,9;0;4;260;1;0;1;0
20/03/2020;24,4;30,9;26,1;89;15,5;1,6;2;230;1;0;1;1
21/03/2020;23,2;31,5;27,4;85;44,6;2,8;3;100;1;1;1;0
23/03/2020;24;31,8;27,4;84;30;4,3;3;180;1;0;1;0
24/03/2020;24,8;30,4;27,1;86;9,7;2,5;4;240;1;0;1;0
25/03/2020;24,4;32,2;27,9;82;5,8;3,7;4;200;1;0;1;1
27/03/2020;25,4;31,4;27,9;85;0,5;1,2;3;230;1;0;1;1
30/03/2020;25,8;32,4;26,8;88;2,5;4,6;4;250;1;0;1;0
31/03/2020;25;33,6;27,6;85;20,9;3,6;3;280;1;0;1;0
01/04/2020;25;32,2;28,2;80;4,4;6,3;3;290;1;0;1;0
07/04/2020;24,8;32,6;28;83;6,5;2,5;5;240;3;8;1;0
09/04/2020;25,8;30,4;27,8;88;11,2;3,6;3;240;0;0;1;0
10/04/2020;25,8;32,6;27,8;87;7;1,6;5;250;1;0;1;1
11/04/2020;25,2;33,2;28,3;84;30,5;3,8;4;50;1;0;1;0
12/04/2020;25,6;32,8;28,5;84;5,7;5,6;4;200;1;0;1;0
13/04/2020;25,6;32,6;27,7;88;0,6;6,5;3;250;1;1;1;1
14/04/2020;24,8;32,7;27,5;88;5,6;5,9;3;200;1;0;1;0
15/04/2020;25,4;30,6;27,6;88;20,6;4,2;3;150;1;0;1;1
16/04/2020;25,4;32,8;28,6;83;3,2;2,8;3;60;1;6;1;0
18/04/2020;24,8;32,6;27,9;81;0;7,1;3;250;1;0;1;1
23/04/2020;26,4;34,8;30,4;74;0;9,6;4;70;2;3;1;0
25/04/2020;24,3;32,4;28;76;18;3,5;4;60;1;0;1;0
27/04/2020;25,2;31,8;27,1;90;13,6;5;3;20;1;0;1;1
28/04/2020;24,8;31,2;26,7;89;79,5;2,5;4;270;1;0;1;0
29/04/2020;24,4;30,8;26,2;90;1,2;1,1;2;70;1;0;1;1
30/04/2020;24,4;30;27;88;47,4;3,9;3;60;1;3;1;1
01/05/2020;24,8;29,9;27,2;87;29;0,3;3;260;1;0;1;0
02/05/2020;23,8;29,1;26;88;1,3;0;2;50;0;0;1;0
03/05/2020;24,4;32,8;28,1;80;0,3;0;3;60;1;3;1;0
05/05/2020;25,6;33,7;29,3;78;1,5;0,3;4;40;2;1;1;0
07/05/2020;25;33,4;28,7;80;70,2;5,1;4;50;2;3;1;0
08/05/2020;26,8;32,8;27,7;88;0;8,8;2;60;0;0;1;0
09/05/2020;25,8;29,6;27,3;88;22,4;4,2;2;50;1;0;1;0
11/05/2020;25,8;34,2;28,8;80;0,3;5,1;4;60;2;3;1;0
13/05/2020;25,6;32,4;28,9;80;13,9;7,6;3;90;1;0;1;0
14/05/2020;26,4;33,3;29,3;75;0;2,7;4;60;2;1;1;0
15/05/2020;26,4;33,6;29,5;74;0;5,6;5;70;2;1;1;0
19/05/2020;23,6;33,4;28,3;80;19,1;0,5;3;50;1;3;1;1
21/05/2020;24,7;32,6;28,2;82;19,4;5,9;4;230;1;0;1;1
22/05/2020;25;33,2;29,5;77;0;3;3;280;1;1;1;0
23/05/2020;26,1;33,5;29,4;76;0,6;5,2;4;260;2;0;1;0
27/05/2020;26;33,2;28,8;80;0;4,9;4;260;1;0;1;0
29/05/2020;26,6;34,4;29,2;78;0,1;2,1;5;120;1;0;1;0
31/05/2020;26,4;32,4;28,5;82;0;6,6;2;250;1;0;1;0
01/06/2020;25,4;32,8;27,9;81;6,9;3,1;4;60;2;1;1;0
03/06/2020;25,8;32,3;26,9;87;0,2;8,2;4;100;2;1;1;0
04/06/2020;25,4;33,8;28,7;74;10,2;5,1;5;100;3;1;1;0
06/06/2020;25,8;32,6;28,4;77;1,5;1,7;3;120;1;0;1;0
07/06/2020;26;32,8;28,7;75;0;1,9;3;50;1;0;1;0
09/06/2020;26;30,4;27,3;86;14,2;6,6;3;160;1;0;1;0
12/06/2020;25,6;33,4;28,6;77;3;5,9;3;100;2;3;1;0
13/06/2020;25,6;33,2;28,7;75;0;7,1;2;100;1;0;1;0
14/06/2020;25,8;34,7;29,6;73;1,5;6;5;130;2;3;1;0
16/06/2020;27;33,4;29,5;78;0;0,1;4;50;2;1;1;0
18/06/2020;26,2;33,6;29,5;74;0;8,3;3;80;1;0;1;0
20/06/2020;25,7;34;29,5;72;0,5;0;2;60;1;0;1;0
23/06/2020;21,2;32,4;28;79;1,8;2;3;100;1;0;1;0
