date;Tn;Tx;Tavg;RH_avg;RR;ss;ff_x;ddd_x;ff_avg;cat_ddd;category_region;flood
25/06/2020;25,2;33,6;28,5;76;2,4;5,4;3;90;2;1;1;0
27/06/2020;26,2;33,4;29,1;74;0;6,7;4;70;2;1;1;0
01/07/2020;25,8;33,8;28,9;72;0;6,6;4;70;1;1;1;0
02/07/2020;26,6;31,8;26,3;88;0;7,1;3;250;1;0;1;0
03/07/2020;24,8;32,6;27,8;80;34,9;0,7;3;190;1;0;1;0
06/07/2020;24,4;33,6;28,5;70;0;9,8;4;60;2;1;1;0
08/07/2020;24,7;33,4;28,6;74;0;8,6;4;180;2;1;1;0
09/07/2020;24,4;32,6;27,7;75;0,1;6,9;3;60;1;0;1;0
10/07/2020;25,2;31,2;27,8;77;0;3,5;3;31;1;0;1;0
14/07/2020;26;31,8;28,3;77;0;1,2;3;96;1;0;1;0
15/07/2020;25,2;31,8;27,2;80;4;4,1;4;80;2;1;1;0
16/07/2020;25,2;31,2;28,1;79;2,4;0;4;90;2;3;1;0
17/07/2020;25;33,8;29;70;0;0,4;3;80;1;1;1;0
21/07/2020;25;32,6;27,9;82;4,7;5,2;2;100;1;0;1;0
22/07/2020;25,2;33,2;28,6;76;0,8;5,2;4;50;2;0;1;0
24/07/2020;25,8;33,4;28,9;80;0,5;2;3;120;1;5;1;0
27/07/2020;25;33,4;28,2;68;0;9,9;4;140;2;0;1;0
30/07/2020;24,6;32,4;28,7;71;0;8,5;3;230;1;0;1;0
01/08/2020;23,2;34;27,7;61;0;9,1;3;70;1;0;1;0
04/08/2020;23,8;33;29;70;0;7,9;3;80;1;1;1;0
06/08/2020;25,6;34,8;28,9;74;0;4;3;150;1;0;1;0
08/08/2020;26,3;33,2;28,7;78;0;8,9;3;220;1;0;1;0
10/08/2020;25,6;33,8;28,9;76;1,5;8,2;3;90;2;3;1;0
11/08/2020;26,6;35;26,2;89;0;8,7;3;160;1;0;1;0
14/08/2020;23,4;32;26,4;88;28,7;1,3;3;100;1;0;1;0
15/08/2020;24,6;34;27,8;82;3;1,9;3;70;2;1;1;0
16/08/2020;24,8;33,4;28,5;76;0;9,9;4;100;1;0;1;0
17/08/2020;25,4;33,9;28,9;74;0;9,5;3;50;2;1;1;0
18/08/2020;24;32,8;26,6;86;6,7;9,3;3;100;1;0;1;0
19/08/2020;24,2;34,4;28,3;77;1,1;4,4;3;30;1;0;1;0
23/08/2020;25,6;35;29,4;70;0;9,6;3;60;2;1;1;0
24/08/2020;24,6;33;28,4;71;0;9,8;6;60;2;3;1;0
25/08/2020;24,2;34,8;28,5;65;0;6,1;5;50;2;1;1;0
28/08/2020;24,2;35;28,5;66;0;9,8;4;60;2;3;1;0
03/09/2020;25;33,6;28,6;74;2,5;3;5;60;2;3;1;0
04/09/2020;25,8;34,8;29,6;71;0;4,8;6;60;2;3;1;0
06/09/2020;24,6;33,8;28,5;76;0;7,7;3;230;1;5;1;0
09/09/2020;25;34,8;30;65;0;9;4;90;2;1;1;0
10/09/2020;26,2;35,2;28,8;74;0;8;3;190;1;0;1;0
11/09/2020;25,2;33,6;28,8;75;3;3,6;3;190;1;0;1;0
12/09/2020;25,4;34,2;29,4;72;0;3,7;3;210;1;0;1;0
14/09/2020;25,4;32,4;27,1;78;2;6,4;3;140;1;0;1;0
28/09/2020;25;34,8;29;71;0;5,4;3;90;2;1;1;0
29/09/2020;25;34,1;29,1;69;0;7,4;3;80;1;0;1;0
03/10/2020;24,7;31,2;26,7;84;20,6;7,2;3;260;1;0;1;0
04/10/2020;24,1;33,5;29,1;72;23,7;2;3;180;2;5;1;1
05/10/2020;22,4;33,4;28,3;72;67,5;8,5;3;180;1;0;1;1
06/10/2020;24,1;33,2;28,7;70;0;8;3;200;1;0;1;1
09/10/2020;24,6;29,8;25,9;91;12,6;5,6;2;280;1;0;1;1
10/10/2020;24,6;31,6;28;79;43,5;0,6;3;150;1;5;1;1
11/10/2020;24,1;31,6;28;82;65;1,2;3;150;1;0;1;1
12/10/2020;25;32,8;28,7;76;0;4,3;3;70;1;0;1;0
16/10/2020;26,2;33,8;27,9;80;0;6,6;3;270;1;0;1;1
17/10/2020;23,7;32,1;28;81;76;3;2;180;0;0;1;0
19/10/2020;25;31;26,8;88;41,2;4;4;180;1;0;1;0
20/10/2020;24;32,6;27,4;82;17;3,5;3;200;1;0;1;0
21/10/2020;24,1;32,2;27,4;85;0,2;7,5;3;160;0;0;1;0
22/10/2020;24,6;32,2;27,8;82;6;2,8;5;260;2;8;1;0
23/10/2020;24,4;33;28,8;73;0;5,4;6;250;3;8;1;0
26/10/2020;24,2;31,8;26,2;87;19,5;3,8;4;240;1;0;1;1
27/10/2020;23;31,4;26;89;79,1;2,7;3;60;0;0;1;1
28/10/2020;24,2;32,8;28,4;78;3,6;1,3;3;50;1;7;1;0
29/10/2020;25,2;33,4;29,1;74;0;8,7;4;70;2;1;1;0
01/11/2020;24,2;31,6;26;90;3,7;3,2;4;220;2;0;1;1
02/11/2020;24,2;31,6;27,1;85;15,6;4,6;4;270;3;8;1;0
04/11/2020;24,6;33;28;80;0,3;6,9;3;260;1;0;1;0
06/11/2020;25;31,7;27,3;86;4,5;0;3;80;1;0;1;0
07/11/2020;24,2;32,8;27,7;80;9,2;2,6;3;100;1;0;1;0
08/11/2020;24,5;31,9;26,3;86;0,4;4,5;7;70;1;0;1;1
09/11/2020;23,6;33,8;28,6;76;5,5;5,3;3;80;2;1;1;0
10/11/2020;24,9;33;29,1;74;0;9,5;3;200;1;8;1;0
11/11/2020;25;33,4;29,2;75;4,6;4,4;4;40;1;1;1;0
14/11/2020;25;34,6;30,2;74;0;10,3;3;40;1;0;1;0
15/11/2020;26,1;34,8;29,8;69;0;8;4;80;2;1;1;0
16/11/2020;26,2;33,6;29,5;76;0;6,7;4;80;2;1;1;0
17/11/2020;26,4;34,6;28,8;79;1,2;5,4;4;180;1;0;1;0
19/11/2020;24,4;33,4;29,4;73;20,3;3,2;3;80;1;0;1;0
20/11/2020;24,4;32,8;28,9;79;0;6,7;3;60;1;0;1;0
21/11/2020;25;32,4;27,8;81;3,6;4;4;210;1;0;1;0
22/11/2020;24,4;31,6;26,6;86;27;3,1;3;170;1;8;1;0
23/11/2020;24,6;32,8;26,7;88;13,7;2,7;5;250;1;0;1;0
24/11/2020;24,2;32,8;26,9;84;0,3;0,4;4;260;2;8;1;1
25/11/2020;24,2;34,2;27,9;82;34,7;5,6;4;230;2;0;1;1
27/11/2020;25,2;34,2;29;73;0;8,7;4;250;2;7;1;0
28/11/2020;25,4;34,3;28,9;76;1,9;4,3;4;210;2;0;1;0
29/11/2020;26;32,4;27,7;81;0;4,2;7;250;4;7;1;0
30/11/2020;23,8;31,2;26,9;84;2,5;1,5;4;240;3;7;1;0
03/12/2020;24,2;31,8;26,4;85;15,8;7;3;200;1;0;1;0
04/12/2020;24;31,9;27,8;82;2,5;2,5;4;200;2;7;1;0
05/12/2020;25,1;29,1;26,5;85;2;5,9;4;270;2;8;1;0
06/12/2020;24,4;28;25,6;93;13,8;1,7;4;260;1;8;1;1
07/12/2020;23,4;29,2;25,3;91;46,5;0;5;260;2;8;1;0
08/12/2020;23,4;30,4;27,2;83;14,9;0,1;6;270;3;7;1;0
09/12/2020;24,6;31;27,3;88;1,3;7;5;270;2;8;1;0
10/12/2020;25;31;27,1;84;2;4,5;3;250;2;8;1;0
11/12/2020;25;31,4;28;82;1;3,7;3;210;2;0;1;0
12/12/2020;24,2;31,2;27,1;80;1,5;3,1;5;260;2;7;1;0
15/12/2020;24,4;32;27,6;80;11;1,3;5;240;3;7;1;0
16/12/2020;24,4;32;27,5;81;0;2,2;5;250;4;7;1;0
17/12/2020;23,4;30,8;26,9;83;6,8;2,8;6;250;3;7;1;0
21/12/2020;24,2;29,6;26,7;83;0,4;2,7;5;260;3;7;1;0
22/12/2020;24,2;31,6;27,8;80;0;0,2;4;260;2;8;1;0
23/12/2020;24,2;34;28,3;77;0,3;2;5;250;2;7;1;0
26/12/2020;24,2;33,8;28,2;74;0,1;7,2;5;260;3;7;1;0
29/12/2020;24,8;30,8;27,1;82;0,1;6,1;7;240;3;7;1;0
30/12/2020;24,6;30,8;27;81;0,3;1,4;4;260;2;8;1;0
31/12/2020;24,4;29,8;26,4;88;0,5;0,1;4;250;2;7;1;0
01/01/2016;26;31,5;28,7;78;0,9;4,8;4;330;2;2;0;0
03/01/2016;26;31,4;28,6;81;2,5;6,7;4;340;1;2;0;0
08/01/2016;28;32,7;30,1;76;0;9,5;4;20;2;2;0;0
10/01/2016;28;33,2;29,9;73;0;9,3;4;20;1;2;0;0
12/01/2016;28;31,4;29,3;78;0;8,9;3;220;1;2;0;0
13/01/2016;27;31,9;28,6;78;0;2,4;4;70;2;2;0;0
14/01/2016;26;32,2;28,9;78;10,8;3,3;4;60;2;3;0;0
16/01/2016;27;31,8;29,2;77;2,4;2,8;3;20;1;2;0;0
17/01/2016;27;33,5;29,6;75;0;0;4;20;1;2;0;0
18/01/2016;28;32,9;29,9;75;0;7,3;4;30;1;2;0;0
20/01/2016;27;31,4;28,2;81;11,5;8,3;5;320;2;2;0;0
21/01/2016;26;30,2;28,6;80;0;1,9;2;340;1;2;0;0
24/01/2016;25;30,8;27,4;88;29;0;5;70;1;2;0;0
26/01/2016;24;31,4;28;85;5,5;0;3;340;1;2;0;0
31/01/2016;27;30,8;28,6;82;12;1,3;5;330;2;2;0;0
01/02/2016;26;30,8;28,4;82;1,3;1,6;4;210;1;2;0;0
02/02/2016;25;31,6;28,3;83;19,5;1,4;4;320;2;2;0;0
05/02/2016;26;31,6;28,8;78;12,6;0,2;4;320;2;2;0;0
07/02/2016;26;31,8;28;88;27,2;4,7;5;320;2;2;0;0
08/02/2016;26;30,8;27,4;87;3,5;5,4;7;300;5;8;0;0
09/02/2016;25;32;27,3;86;10,5;4,9;6;310;3;8;0;0
10/02/2016;26;29,8;27,6;83;17,9;4,6;6;310;3;8;0;0
11/02/2016;26;30;28;80;0;0;5;270;2;8;0;0
12/02/2016;25;30,7;27,2;84;17,7;0,3;3;360;1;2;0;0
13/02/2016;25;31,2;28,1;81;8,5;2,7;4;50;1;2;0;0
15/02/2016;26;32;28,4;82;5;6,3;4;280;3;8;0;0
18/02/2016;25;31,8;28,6;78;2;2,4;4;320;2;4;0;0
19/02/2016;26;31;28,4;81;0;8,6;4;310;2;2;0;0
20/02/2016;27;30,4;28,4;82;0;1,4;5;290;2;4;0;0
21/02/2016;27;31,6;28,5;80;0;0;6;300;3;4;0;0
28/02/2016;25;29,2;26,5;92;80;6,1;4;300;1;2;0;1
29/02/2016;25;31,5;27,7;83;3,8;0;6;280;3;8;0;1
01/03/2016;25;30,2;28;80;19,1;0,9;5;320;2;4;0;0
04/03/2016;25;31;28,1;85;38,8;7,8;5;330;2;2;0;0
08/03/2016;26;31,7;29,4;81;1;9,3;3;150;1;2;0;0
09/03/2016;27;32,7;29,3;79;0;5,8;3;20;1;2;0;0
10/03/2016;26;33,2;29,6;77;4,2;8,9;5;10;2;2;0;0
11/03/2016;27;32,2;29,3;78;0,2;9,6;3;320;1;2;0;0
12/03/2016;27;32,8;29,5;74;0;6;5;280;2;2;0;0
16/03/2016;26;32,8;29,3;80;11,6;6,5;4;290;2;2;0;0
26/03/2016;25;30,7;27,6;85;38,6;5,1;3;20;1;2;0;0
29/03/2016;25;31,8;28,4;81;20,4;9,5;4;230;2;2;0;0
03/04/2016;26;33,2;29,2;77;0,3;9,1;5;50;3;1;0;0
07/04/2016;28;32,7;30;74;0;8;5;50;2;3;0;0
10/04/2016;26;32,8;29,7;74;1,5;6,9;4;50;2;6;0;0
11/04/2016;28;33,2;29,8;77;0;5,2;4;210;2;2;0;0
15/04/2016;27;31,8;28,7;83;3,6;7,6;5;100;3;1;0;0
20/04/2016;25;31,8;28,4;82;5,5;6,2;4;50;1;2;0;0
22/04/2016;25;33,6;29,4;76;4,2;5,3;6;110;4;6;0;0
25/04/2016;28;34;30;75;0;8,5;5;80;2;1;0;0
27/04/2016;25;32,3;29;77;2,2;0;5;60;2;2;0;0
01/05/2016;26;32,3;28,8;81;2,8;4,1;5;80;2;2;0;0
06/05/2016;26;32,4;29;79;16,4;0,8;4;60;2;2;0;0
07/05/2016;27;32,3;29,5;75;0;6,2;4;20;1;2;0;0
08/05/2016;27;32,9;29,1;79;0;6,2;5;260;2;2;0;0
10/05/2016;27;33,6;30;74;2,9;9;5;80;2;1;0;0
12/05/2016;28;33,7;30,5;72;0;6;4;50;2;2;0;0
15/05/2016;28;34;30;79;0;0,9;5;50;3;3;0;0
16/05/2016;27;33,2;29,4;75;0;4,2;6;70;2;2;0;0
17/05/2016;28;33,2;29,6;79;0,2;4,5;4;270;1;2;0;0
21/05/2016;27;33,6;28,8;81;0,5;5,8;3;230;1;2;0;0
22/05/2016;26;31,8;28,9;79;4,5;5,5;3;101;1;2;0;0
24/05/2016;26;33,3;29,5;79;12,7;6;5;40;2;3;0;0
26/05/2016;27;32,8;29,8;75;0;6,4;6;80;2;1;0;0
27/05/2016;28;30,6;28,5;77;9,5;2,6;5;80;1;2;0;0
29/05/2016;27;30,5;27,1;85;0;5,9;3;70;1;2;0;0
04/06/2016;27;32,8;29,6;77;0;4,4;5;50;2;2;0;1
05/06/2016;28;31,1;28,4;79;0;8,5;4;350;1;2;0;1
06/06/2016;26;32,5;28,9;77;0;0,8;4;300;1;2;0;1
09/06/2016;27;34;29,8;74;0;7,9;4;320;1;2;0;0
10/06/2016;27;33,8;29,9;75;0,2;3,3;5;130;2;2;0;0
11/06/2016;27;33,9;29,9;71;0;7,8;6;80;2;2;0;0
14/06/2016;27;31,8;28,8;74;0;3,6;4;30;1;2;0;0
17/06/2016;27;32,7;29;75;1,5;5,9;6;270;3;8;0;0
18/06/2016;24;28,3;25,4;84;75,5;4;4;270;2;8;0;1
19/06/2016;24;31,4;28;78;5,5;0;4;350;1;2;0;0
22/06/2016;25;32,6;28,7;75;15;7,4;4;20;2;2;0;0
23/06/2016;26;33;28,7;75;1;7,2;4;10;2;2;0;0
24/06/2016;27;32,3;29,4;75;0,2;7,7;4;40;1;2;0;0
26/06/2016;26;32,8;27,9;80;0;8,1;6;260;3;8;0;0
27/06/2016;24;32;28,4;77;25,5;7,7;4;270;3;8;0;0
29/06/2016;27;32,2;29,1;73;0;5,3;4;340;1;2;0;0
01/07/2016;26;31,2;27,9;85;9,6;8,5;5;300;3;6;0;0
02/07/2016;26;32,2;29;76;1;0,7;5;40;3;3;0;0
03/07/2016;27;32,8;29;79;0;7,4;4;40;2;2;0;0
04/07/2016;24;32,9;28,3;80;43,4;7,3;5;110;2;2;0;0
05/07/2016;25;34;29,4;75;0;8,3;5;130;2;2;0;0
06/07/2016;26;33,6;29,6;76;0;8,4;5;90;4;6;0;0
08/07/2016;26;32,5;28,5;78;1;8,4;5;60;2;2;0;0
10/07/2016;27;31,6;28;79;0;6,9;4;110;2;2;0;0
11/07/2016;27;33,2;29,2;76;0;0,5;4;40;3;1;0;0
14/07/2016;27;32,2;29,3;74;0;7,6;5;90;2;6;0;0
15/07/2016;27;33,6;29,8;72;0;5;6;120;2;6;0;0
16/07/2016;27;32,4;28,4;80;0;8,6;4;80;2;2;0;0
18/07/2016;25;32,6;28,4;76;36,5;4,9;3;340;1;2;0;0
19/07/2016;26;32,6;27,8;82;0,5;8,4;4;290;2;2;0;0
20/07/2016;26;31,6;27,2;79;10,3;5,9;4;60;1;2;0;0
21/07/2016;25;31,9;28,3;75;1;2,1;4;50;2;2;0;0
23/07/2016;25;32,5;28,2;75;3,8;1,5;5;50;2;2;0;0
24/07/2016;25;32,2;27,7;80;0;8,1;5;270;2;2;0;0
25/07/2016;25;31,9;27,4;78;9,8;7,1;5;270;1;2;0;0
26/07/2016;25;32,5;28,2;73;0,5;1,3;3;20;2;2;0;0
29/07/2016;27;33,6;29,3;72;0;7,3;5;40;3;1;0;0
31/07/2016;26;33,2;28,7;70;0;6,2;5;40;2;6;0;0
03/08/2016;26;32,8;28,6;59;0;8,1;5;30;2;2;0;0
04/08/2016;26;32,6;28,8;66;0;8,2;4;240;2;2;0;0
05/08/2016;26;21,3;28,7;69;0;7,3;4;40;2;3;0;0
09/08/2016;26;32,2;28,8;79;11,6;4,7;5;70;2;2;0;0
11/08/2016;25;32,2;28,6;80;42,3;8,4;4;40;2;2;0;0
12/08/2016;26;32,6;29,2;73;0;6,8;5;60;1;2;0;0
13/08/2016;27;31,5;29,3;74;0;8,1;5;100;1;2;0;0
14/08/2016;24;31,4;27;84;39,1;1,8;5;30;2;2;0;0
15/08/2016;25;31,5;28,4;78;24,1;1,6;4;120;2;6;0;0
16/08/2016;26;31,6;27,7;81;0,1;2,4;5;60;2;2;0;0
17/08/2016;26;33,4;29,1;71;0;1,4;5;70;2;2;0;0
18/08/2016;26;31,2;28,2;79;1,4;8,5;3;50;2;3;0;0
19/08/2016;26;33;29,3;77;2;6,3;4;240;3;2;0;0
20/08/2016;24;32,2;28,2;76;6,3;6,1;4;20;2;2;0;0
22/08/2016;26;32,3;28,6;75;0,2;8,3;4;50;3;3;0;0
23/08/2016;25;32,1;28,3;77;7;8;3;270;2;2;0;0
24/08/2016;25;31,6;27,7;78;18,8;7,4;4;130;1;2;0;0
25/08/2016;25;31,8;28,4;75;0,7;7,3;5;290;2;2;0;0
26/08/2016;26;31,8;28,6;75;0;4,5;4;50;3;3;0;0
28/08/2016;26;33,2;29,5;75;0,4;7,5;4;110;2;2;0;0
29/08/2016;27;32,6;27,4;84;0;6,1;6;110;2;2;0;0
30/08/2016;25;31,6;27,9;81;25;3,7;3;70;2;8;0;0
31/08/2016;25;32,8;28,7;78;22,5;4,3;4;60;2;2;0;0
01/09/2016;26;32,8;29,2;76;0;6,4;5;30;2;0;0;0
03/09/2016;27;31,8;28,9;76;2,3;7,7;5;40;3;3;0;0
05/09/2016;25;33;29,1;76;28,3;9,4;5;50;2;2;0;0
07/09/2016;25;32,3;28,3;78;3,4;8,9;5;40;2;2;0;0
09/09/2016;27;33;29,5;72;0;5,9;4;30;2;2;0;0
10/09/2016;27;33,2;29,6;68;0;7,8;4;70;2;1;0;0
11/09/2016;27;33,6;29,5;70;0;7,9;4;130;2;3;0;0
13/09/2016;26;32,6;29,1;69;0;8,9;4;20;2;2;0;0
15/09/2016;25;32,6;28,2;74;39,5;7,3;4;50;1;2;0;0
16/09/2016;26;32;28,3;79;0;9,6;4;70;2;3;0;0
17/09/2016;25;32,2;29,2;75;0;5,2;4;280;2;2;0;0
18/09/2016;26;32;28,7;79;4,2;2,9;3;60;1;2;0;0
19/09/2016;27;33;29,5;76;0;6,5;4;360;1;2;0;0
20/09/2016;27;35,2;29,7;72;0;7,1;6;270;4;8;0;0
22/09/2016;26;30,6;28,1;80;29;1,9;3;30;1;2;0;0
25/09/2016;26;33;29,5;74;0,2;7,5;3;270;2;2;0;1
26/09/2016;25;33,8;29,3;70;38;7,7;7;270;3;8;0;0
27/09/2016;27;32,4;29,1;75;0;5,1;6;270;2;8;0;0
29/09/2016;24;32,3;28;79;7,6;6,4;4;40;2;3;0;0
30/09/2016;25;29,5;27,4;85;10;7,3;4;290;2;8;0;0
01/10/2016;25;32,4;29,1;75;49,3;0,1;5;270;3;8;0;0
02/10/2016;27;31,8;28,1;75;0;6,3;7;280;4;8;0;0
05/10/2016;26;32,8;29,1;73;0,2;2,3;4;320;2;2;0;0
06/10/2016;26;32,6;28,4;75;0,8;5,1;3;230;1;2;0;0
09/10/2016;25;32;27,5;77;5;0;6;40;2;2;0;0
10/10/2016;25;31;27,4;84;3,9;4,6;4;80;1;2;0;0
11/10/2016;26;31,5;28,3;76;0,6;0;4;50;1;2;0;0
12/10/2016;26;29;27,8;83;3,3;1,7;3;70;1;2;0;0
13/10/2016;27;31,6;28,3;79;0,3;0;3;340;1;8;0;0
14/10/2016;26;30,6;27,7;78;0,2;2,6;5;260;3;8;0;0
15/10/2016;26;31,5;28,3;76;0;0;3;40;1;2;0;0
16/10/2016;26;33,2;29,3;73;3,5;1,2;5;60;2;1;0;0
17/10/2016;27;33,2;29,8;68;0;5,3;3;10;2;2;0;0
19/10/2016;27;32,8;30,2;70;0;6,5;4;120;2;2;0;0
22/10/2016;25;32,2;28,4;82;20;3,9;4;80;2;1;0;0
25/10/2016;25;31,8;28,3;78;2,5;3,5;3;10;1;2;0;0
26/10/2016;26;32,2;28,5;79;2;7,5;8;310;2;2;0;0
27/10/2016;26;31,2;28;77;18,3;7,1;5;260;1;2;0;0
29/10/2016;25;32,8;28;78;46,6;0,5;5;290;1;2;0;0
30/10/2016;25;32,4;28,4;76;2,3;5;4;280;1;2;0;0
31/10/2016;26;32,8;29,1;72;0;9,2;4;270;2;8;0;0
02/11/2016;26;33;28,6;71;6,5;4,5;8;320;3;8;0;0
03/11/2016;27;32,3;28,8;74;1,4;4;5;280;2;2;0;0
04/11/2016;26;31,5;28,8;74;0;2;3;340;1;2;0;0
07/11/2016;27;33,4;30,1;71;0;7;4;40;2;2;0;0
09/11/2016;25;33,1;28,3;77;18,5;1,1;5;120;2;2;0;0
11/11/2016;26;32;28,3;79;0,3;7,1;4;10;1;2;0;0
12/11/2016;25;33;29,1;74;7,7;3,7;3;120;2;1;0;0
13/11/2016;26;31,4;26,8;89;1;4,1;3;130;1;2;0;0
14/11/2016;25;32;28,2;75;29,1;4;4;330;2;2;0;0
15/11/2016;26;32,8;28,2;76;0;3;4;300;1;2;0;0
16/11/2016;25;32,5;28,7;74;6,1;0,8;3;20;1;2;0;0
17/11/2016;26;33,2;29,1;75;14,5;6,1;4;10;2;2;0;0
19/11/2016;27;34,2;29,7;73;0,3;2,3;5;40;2;2;0;0
22/11/2016;26;32,8;28;78;2,7;0;7;360;1;2;0;0
23/11/2016;26;32,6;28,8;77;10,5;5,3;3;180;1;2;0;0
28/11/2016;26;32,3;28,4;82;3,3;6,1;4;270;2;2;0;0
29/11/2016;26;29,7;27,6;79;2,8;4,6;4;310;3;4;0;0
02/12/2016;27;30,4;27;80;0;1,9;8;280;4;8;0;0
03/12/2016;25;33,5;28,5;75;6,6;0,4;13;280;5;8;0;0
04/12/2016;24;30,5;25;87;2;3,2;8;280;5;8;0;0
05/12/2016;25;29,2;26,1;83;7;0,2;8;270;4;8;0;0
09/12/2016;26;33,4;29,8;68;0,1;8,6;8;280;4;8;0;0
10/12/2016;28;32,8;29,7;71;0;6;8;280;4;8;0;0
15/12/2016;26;33,6;29,4;68;0,3;4,8;7;280;4;8;0;0
17/12/2016;27;31;28,5;76;0,3;5,9;5;240;3;8;0;0
18/12/2016;25;31,5;28,8;75;3;1;5;270;4;8;0;0
22/12/2016;26;32,2;28,7;72;0;5,3;7;280;6;8;0;0
26/12/2016;27;32,4;29;80;0;1,9;6;280;3;8;0;0
27/12/2016;26;33,4;28,3;74;1,3;5,8;7;270;4;8;0;0
01/01/2017;27;33,8;30;69;0;7,3;6;320;3;8;0;0
05/01/2017;25;31,6;28,2;81;7,7;0;5;360;2;2;0;0
06/01/2017;23;32;28,2;84;82,9;3,6;5;310;2;8;0;0
08/01/2017;27;32,5;29,4;72;0;5,5;4;360;2;2;0;0
11/01/2017;25;31,4;27,7;85;5;3,9;5;280;2;8;0;0
13/01/2017;26;31,7;28,8;71;2,3;5,7;8;280;5;8;0;0
15/01/2017;25;30,6;28;78;0,9;0,4;6;270;4;8;0;0
16/01/2017;26;30,2;26,4;86;0;0;7;280;4;8;0;0
18/01/2017;25;32,6;29;70;0;2,6;5;280;4;8;0;0
23/01/2017;26;32,3;29;73;0;3,5;5;280;3;8;0;0
25/01/2017;27;31,8;28,8;75;0;6,7;5;280;3;8;0;0
26/01/2017;24;30,8;27,5;84;12,3;3;5;200;3;8;0;0
29/01/2017;25;29;27,1;80;12,9;0;7;290;3;8;0;0
30/01/2017;26;30,8;27;85;13,7;0,7;5;310;2;8;0;0
31/01/2017;24;28,4;26,7;84;15,3;2,4;4;320;1;2;0;0
01/02/2017;25;30,3;26,3;86;21;0;5;300;2;4;0;0
04/02/2017;24;32,3;27,7;78;25;2,4;8;290;5;8;0;0
07/02/2017;27;31,5;28,8;75;6,9;5;6;270;4;4;0;0
10/02/2017;25;28,8;26,4;89;39,9;0,3;4;290;3;8;0;0
11/02/2017;24;28,7;26,1;89;15,4;0;5;230;3;4;0;0
12/02/2017;24;30;28,1;78;44,5;0;6;330;3;4;0;0
13/02/2017;24;31,2;27,6;83;25,1;2,4;6;320;3;4;0;0
16/02/2017;24;31;28;79;32,4;7,4;21;340;3;2;0;1
17/02/2017;24;31;27,2;83;148,6;5,7;4;310;1;2;0;1
19/02/2017;26;28,8;26,9;88;21,4;3,1;4;320;2;2;0;1
22/02/2017;24;32,2;28;80;12,3;2,8;4;250;3;7;0;1
23/02/2017;25;32,4;27,9;78;20,5;8,8;3;60;2;8;0;0
25/02/2017;26;32;28,5;76;0;6;4;330;1;2;0;0
27/02/2017;26;31,8;28,5;78;2,7;9,3;4;300;3;7;0;0
28/02/2017;26;30,7;28;82;3,2;8,2;4;290;3;8;0;0
01/03/2017;25;32;28;78;20,8;3,8;4;270;2;2;0;0
02/03/2017;26;36,6;28,3;79;0;6,1;3;340;1;2;0;0
03/03/2017;26;31,6;28,4;79;0,3;8,1;4;320;2;8;0;0
04/03/2017;25;31;27,9;80;6,2;4,8;5;290;2;2;0;0
05/03/2017;26;32,4;29;77;0;7,5;4;220;2;1;0;0
06/03/2017;26;31,5;28,2;82;26,5;9,2;6;280;3;8;0;0
07/03/2017;25;30,6;27,9;81;22,7;4,9;6;260;2;2;0;0
08/03/2017;23;31,7;27,9;78;24,3;1,1;4;340;1;2;0;0
12/03/2017;26;32,5;29;73;0;8,7;5;320;2;2;0;0
14/03/2017;27;33,2;29;74;0;6,6;5;270;2;2;0;0
15/03/2017;27;33;29,2;70;3,6;3;5;280;2;8;0;0
16/03/2017;26;32,3;28,6;70;0;3,3;4;340;1;2;0;0
17/03/2017;26;32,8;29,3;72;0;6,9;4;230;2;7;0;0
18/03/2017;26;30,6;26,7;83;3,1;6,2;7;280;2;2;0;0
19/03/2017;25;32,2;27,9;78;9;1,4;5;270;2;8;0;0
20/03/2017;26;30,8;28,4;77;2;6,1;6;270;2;2;0;0
21/03/2017;25;31,6;28,6;79;3,8;1,7;4;350;1;2;0;0
22/03/2017;24;30,4;27,3;86;14,3;4,2;4;290;2;2;0;0
23/03/2017;25;30,1;26,1;87;24,4;1;4;280;2;8;0;0
26/03/2017;28;32,2;28,9;78;0;1,4;4;330;1;2;0;0
27/03/2017;25;32,3;28;77;4;2,5;4;330;1;2;0;0
31/03/2017;25;29,8;27,3;80;7,6;7,9;4;310;2;8;0;0
03/04/2017;25;31,8;27,6;80;4,3;3,8;6;270;2;8;0;0
10/04/2017;27;33,2;29,4;73;0;5,6;4;230;2;2;0;0
13/04/2017;26;33,2;29;79;0,4;5,1;3;50;1;2;0;0
19/04/2017;26;33;28,2;79;0;5,7;4;140;2;2;0;0
22/04/2017;27;32,2;28,6;82;13;4,2;4;250;2;8;0;0
23/04/2017;26;31,5;28,5;77;2,8;4,7;3;30;2;3;0;0
25/04/2017;27;33,8;29,6;75;0;6,9;4;70;3;1;0;0
28/04/2017;26;34,4;29,4;71;0,2;6,4;5;250;3;8;0;0
02/05/2017;27;33,2;28,9;76;0,3;7,2;3;340;1;2;0;0
07/05/2017;26;33,6;28,6;77;0,3;4,8;4;70;1;2;0;0
14/05/2017;25;32,4;28,9;80;44,3;7,4;3;340;1;2;0;0
16/05/2017;27;33,4;30,5;71;0;7,1;5;80;3;1;0;0
22/05/2017;28;33,7;30,1;71;0;0,9;4;60;2;2;0;0
25/05/2017;27;33,6;29,7;66;0;4,3;5;80;2;2;0;0
